company_id,year,sentiment,rule_id,statement,confidence_score,trigger_metric,trigger_value
BEL,2024,PRO,PRO_01,Strong return on equity indicates efficient use of shareholder capital.,92.0,return_on_equity,4744.047619047619
BEL,2024,PRO,PRO_02,ROE above 25% indicates particularly strong profitability on equity.,96.0,return_on_equity,4744.047619047619
BEL,2024,PRO,PRO_03,Strong ROCE indicates efficient deployment of capital.,92.0,return_on_capital,3977.165354330709
BEL,2024,PRO,PRO_04,Positive return on assets indicates productive use of the asset base.,88.0,return_on_assets,2475.1552795031057
BEL,2024,PRO,PRO_05,Double-digit three-year revenue CAGR indicates strong business growth.,86.8,revenue_cagr_3yr,12.8335418079377
BEL,2024,PRO,PRO_06,Double-digit ten-year revenue CAGR demonstrates sustained long-term growth.,92.0,revenue_cagr_10yr,12.01331595775741
BEL,2024,PRO,PRO_07,Strong three-year profit CAGR indicates healthy earnings growth.,94.0,pat_cagr_3yr,23.80447523322802
BEL,2024,PRO,PRO_08,Double-digit ten-year profit CAGR indicates sustained earnings expansion.,95.4,pat_cagr_10yr,15.392913221732885
BEL,2024,PRO,PRO_10,Strong interest coverage provides a comfortable buffer for debt servicing.,84.0,interest_coverage,476.75
BEL,2024,PRO,PRO_12,High composite quality score indicates strong overall financial quality.,88.0,composite_quality_score,82.56
BEL,2024,CON,CON_10,Negative free cash flow indicates cash outflow after capital expenditure.,86.0,free_cash_flow,-1265.0
BHARTIARTL,2024,PRO,PRO_03,Strong ROCE indicates efficient deployment of capital.,92.0,return_on_capital,26.253894054880604
BHARTIARTL,2024,PRO,PRO_05,Double-digit three-year revenue CAGR indicates strong business growth.,88.2,revenue_cagr_3yr,14.232767250604962
BHARTIARTL,2024,PRO,PRO_08,Double-digit ten-year profit CAGR indicates sustained earnings expansion.,91.0,pat_cagr_10yr,10.981583453663312
BHARTIARTL,2024,PRO,PRO_11,Positive free cash flow indicates cash generation after capital expenditure.,80.0,free_cash_flow,27809.0
BHARTIARTL,2024,CON,CON_03,Low ROA suggests limited profitability relative to the asset base.,78.0,return_on_assets,1.9361158683224027
BHARTIARTL,2024,CON,CON_08,High debt-to-equity indicates elevated financial leverage.,86.0,debt_to_equity,2.6094723973904306
BHEL,2024,PRO,PRO_05,Double-digit three-year revenue CAGR indicates strong business growth.,85.3,revenue_cagr_3yr,11.343850250620191
BHEL,2024,PRO,PRO_09,Low debt-to-equity indicates a relatively conservative capital structure.,82.0,debt_to_equity,0.36238644733611586
BHEL,2024,CON,CON_01,Low ROE indicates weaker returns generated on shareholder capital.,82.0,return_on_equity,1.1539405843358703
BHEL,2024,CON,CON_02,Low ROCE indicates relatively weak efficiency in capital deployment.,80.0,return_on_capital,2.1355199134979275
BHEL,2024,CON,CON_03,Low ROA suggests limited profitability relative to the asset base.,78.0,return_on_assets,0.4716665551615709
BHEL,2024,CON,CON_09,Low interest coverage indicates a smaller buffer for servicing interest obligations.,88.0,interest_coverage,1.5929951690821256
BHEL,2024,CON,CON_10,Negative free cash flow indicates cash outflow after capital expenditure.,86.0,free_cash_flow,-2382.0
BOSCHLTD,2024,PRO,PRO_01,Strong return on equity indicates efficient use of shareholder capital.,87.6,return_on_equity,20.639920424403183
BOSCHLTD,2024,PRO,PRO_03,Strong ROCE indicates efficient deployment of capital.,84.3,return_on_capital,17.30975791126167
BOSCHLTD,2024,PRO,PRO_04,Positive return on assets indicates productive use of the asset base.,87.3,return_on_assets,14.34745030250648
BOSCHLTD,2024,PRO,PRO_05,Double-digit three-year revenue CAGR indicates strong business growth.,93.8,revenue_cagr_3yr,19.843289373663996
BOSCHLTD,2024,PRO,PRO_07,Strong three-year profit CAGR indicates healthy earnings growth.,94.0,pat_cagr_3yr,72.86912600423906
BOSCHLTD,2024,PRO,PRO_09,Low debt-to-equity indicates a relatively conservative capital structure.,82.0,debt_to_equity,0.003232758620689655
BOSCHLTD,2024,PRO,PRO_10,Strong interest coverage provides a comfortable buffer for debt servicing.,84.0,interest_coverage,71.7843137254902
BOSCHLTD,2024,PRO,PRO_11,Positive free cash flow indicates cash generation after capital expenditure.,80.0,free_cash_flow,1536.0
BOSCHLTD,2024,CON,CON_FALLBACK,The available financial metrics should be monitored for potential weaknesses.,60.0,financial_metrics,
BPCL,2024,PRO,PRO_01,Strong return on equity indicates efficient use of shareholder capital.,92.0,return_on_equity,35.511337343822305
BPCL,2024,PRO,PRO_02,ROE above 25% indicates particularly strong profitability on equity.,96.0,return_on_equity,35.511337343822305
BPCL,2024,PRO,PRO_03,Strong ROCE indicates efficient deployment of capital.,92.0,return_on_capital,33.84830382235054
BPCL,2024,PRO,PRO_04,Positive return on assets indicates productive use of the asset base.,86.3,return_on_assets,13.26907686075349
BPCL,2024,PRO,PRO_05,Double-digit three-year revenue CAGR indicates strong business growth.,94.0,revenue_cagr_3yr,24.863629368132333
BPCL,2024,PRO,PRO_07,Strong three-year profit CAGR indicates healthy earnings growth.,89.7,pat_cagr_3yr,15.748130122124548
BPCL,2024,PRO,PRO_08,Double-digit ten-year profit CAGR indicates sustained earnings expansion.,98.0,pat_cagr_10yr,20.817911347727637
BPCL,2024,PRO,PRO_10,Strong interest coverage provides a comfortable buffer for debt servicing.,84.0,interest_coverage,11.355507351168956
BPCL,2024,PRO,PRO_11,Positive free cash flow indicates cash generation after capital expenditure.,80.0,free_cash_flow,25415.0
BPCL,2024,PRO,PRO_12,High composite quality score indicates strong overall financial quality.,88.0,composite_quality_score,76.2
BPCL,2024,CON,CON_FALLBACK,The available financial metrics should be monitored for potential weaknesses.,60.0,financial_metrics,
BRITANNIA,2024,PRO,PRO_01,Strong return on equity indicates efficient use of shareholder capital.,92.0,return_on_equity,54.14869322506978
BRITANNIA,2024,PRO,PRO_02,ROE above 25% indicates particularly strong profitability on equity.,96.0,return_on_equity,54.14869322506978
BRITANNIA,2024,PRO,PRO_03,Strong ROCE indicates efficient deployment of capital.,92.0,return_on_capital,52.730602730602726
BRITANNIA,2024,PRO,PRO_04,Positive return on assets indicates productive use of the asset base.,88.0,return_on_assets,23.522927689594354
BRITANNIA,2024,PRO,PRO_08,Double-digit ten-year profit CAGR indicates sustained earnings expansion.,98.0,pat_cagr_10yr,18.37492911445593
BRITANNIA,2024,PRO,PRO_10,Strong interest coverage provides a comfortable buffer for debt servicing.,84.0,interest_coverage,20.597560975609756
BRITANNIA,2024,PRO,PRO_11,Positive free cash flow indicates cash generation after capital expenditure.,80.0,free_cash_flow,3050.0
BRITANNIA,2024,PRO,PRO_12,High composite quality score indicates strong overall financial quality.,88.0,composite_quality_score,70.67
BRITANNIA,2024,CON,CON_06,Low three-year profit CAGR indicates subdued earnings growth.,82.0,pat_cagr_3yr,4.856654873228505
CANBK,2024,PRO,PRO_01,Strong return on equity indicates efficient use of shareholder capital.,83.7,return_on_equity,16.716051794688113
CANBK,2024,PRO,PRO_05,Double-digit three-year revenue CAGR indicates strong business growth.,90.3,revenue_cagr_3yr,16.302939300232524
CANBK,2024,PRO,PRO_06,Double-digit ten-year revenue CAGR demonstrates sustained long-term growth.,90.8,revenue_cagr_10yr,10.817178802179583
CANBK,2024,PRO,PRO_07,Strong three-year profit CAGR indicates healthy earnings growth.,94.0,pat_cagr_3yr,73.3401622666352
CANBK,2024,PRO,PRO_08,Double-digit ten-year profit CAGR indicates sustained earnings expansion.,98.0,pat_cagr_10yr,19.14374492187123
CANBK,2024,PRO,PRO_11,Positive free cash flow indicates cash generation after capital expenditure.,80.0,free_cash_flow,13296.0
CANBK,2024,CON,CON_02,Low ROCE indicates relatively weak efficiency in capital deployment.,80.0,return_on_capital,3.15654898752525
CANBK,2024,CON,CON_03,Low ROA suggests limited profitability relative to the asset base.,78.0,return_on_assets,1.0033107103630055
CANBK,2024,CON,CON_08,High debt-to-equity indicates elevated financial leverage.,86.0,debt_to_equity,14.867419925542423
CANBK,2024,CON,CON_09,Low interest coverage indicates a smaller buffer for servicing interest obligations.,88.0,interest_coverage,1.6106611743349857
CHOLAFIN,2024,PRO,PRO_01,Strong return on equity indicates efficient use of shareholder capital.,84.5,return_on_equity,17.455213596692694
CHOLAFIN,2024,PRO,PRO_05,Double-digit three-year revenue CAGR indicates strong business growth.,94.0,revenue_cagr_3yr,25.985530916686983
CHOLAFIN,2024,PRO,PRO_06,Double-digit ten-year revenue CAGR demonstrates sustained long-term growth.,98.0,revenue_cagr_10yr,19.308726010179612
CHOLAFIN,2024,PRO,PRO_07,Strong three-year profit CAGR indicates healthy earnings growth.,94.0,pat_cagr_3yr,31.008346108097527
CHOLAFIN,2024,PRO,PRO_08,Double-digit ten-year profit CAGR indicates sustained earnings expansion.,98.0,pat_cagr_10yr,24.97347005007167
